year,date_def,juzgado,acta
2020,01/04/2020,14,9364
2020,23/02/2020,14,5130
2020,20/03/2020,14,7309
2020,05/03/2020,14,6077
2020,13/03/2020,14,6770
2020,15/01/2020,14,1579
2020,08/01/2020,14,843
2020,05/02/2020,14,3543
2020,18/03/2020,14,7115
2020,16/02/2020,14,4562
2020,07/04/2020,14,8974
2020,13/05/2020,14,13971
2020,10/02/2020,14,3993
2020,05/03/2020,14,6131
2020,09/03/2020,14,6393
2020,27/01/2020,14,2735
2020,03/01/2020,14,328
2020,12/03/2020,14,6688
2020,29/01/2020,14,3065
2020,11/01/2020,14,1162
2020,19/03/2020,14,7251
2020,25/02/2020,14,5310
2020,09/04/2020,14,9211
2020,05/05/2020,14,12422
2020,08/05/2020,14,12891
2020,20/01/2020,14,2028
2020,17/02/2020,14,4628
2020,16/01/2020,14,1710
2020,23/03/2020,14,7573
2020,17/01/2020,14,1762
2020,31/01/2020,14,3133
2020,13/01/2020,14,1368
2020,31/12/2019,14,18
2020,08/03/2020,14,6403
2020,21/01/2020,14,2159
2020,27/02/2020,14,5492
2020,15/04/2020,14,9917
2020,31/12/2019,14,87
2020,11/05/2020,14,13434
2020,08/04/2020,14,9172
2020,05/03/2020,14,6100
2020,13/01/2020,14,1348
2020,15/03/2020,14,6953
2020,25/03/2020,14,7774
2020,28/01/2020,14,2817
2020,28/02/2020,14,5549
2020,01/01/2020,14,117
2020,09/05/2020,14,13125
2020,23/03/2020,14,7478
2020,03/04/2020,14,8666
2020,03/05/2020,14,12057
2020,20/01/2020,14,2087
2020,02/03/2020,14,5768
2020,29/04/2020,14,11463
2020,25/04/2020,14,10824
2020,01/05/2020,14,12075
2020,13/05/2020,14,13750
2020,18/01/2020,14,1978
2020,24/01/2020,14,2387
2020,04/02/2020,14,3401
2020,01/02/2020,14,3216
2020,08/03/2020,14,6361
2020,28/01/2020,14,2822
2020,15/02/2020,14,4441
2020,27/04/2020,14,11120
2020,04/01/2020,14,411
2020,21/02/2020,14,4974
2020,24/03/2020,14,7602
2020,04/02/2020,14,3425
2020,17/03/2020,14,7185
2020,02/03/2020,14,6091
2020,12/04/2020,14,9469
2020,19/01/2020,14,2049
2020,01/05/2020,14,11825
2020,15/01/2020,14,1529
2020,15/04/2020,14,9781
2020,15/04/2020,14,9786
2020,05/01/2020,14,600
2020,29/04/2020,14,11476
2020,05/01/2020,14,488
2020,15/01/2020,14,1506
2020,22/03/2020,14,7484
2020,01/05/2020,14,11656
2020,02/04/2020,14,8610
2020,27/03/2020,14,7990
2020,15/02/2020,14,4483
2020,23/03/2020,14,7566
2020,29/02/2020,14,5721
2020,14/04/2020,14,9856
2020,31/12/2019,14,75
2020,28/02/2020,14,5662
2020,08/05/2020,14,12858
2020,22/02/2020,14,5040
2020,26/04/2020,14,11022
2020,29/04/2020,14,11531
2020,27/04/2020,14,11196
2020,01/01/2020,14,143
2020,25/01/2020,14,2486
2020,21/02/2020,14,4987
2020,07/05/2020,14,12828
2020,05/02/2020,14,3505
2020,21/01/2020,14,2206
2020,13/05/2020,14,13716
2020,10/05/2020,14,13585
2020,06/02/2020,14,3634
2020,31/01/2020,14,3105
2020,26/03/2020,14,7913
2020,24/04/2020,14,10810
2020,25/04/2020,14,10877
2020,21/02/2020,14,4932
2020,06/01/2020,14,577
2020,11/03/2020,14,6554
2020,02/05/2020,14,12053
2020,01/05/2020,14,11821
2020,07/03/2020,14,6298
2020,12/04/2020,14,9471
2020,29/01/2020,14,2895
2020,04/01/2020,14,394
2020,27/04/2020,14,11250
2020,31/12/2019,14,38
2020,03/01/2020,14,368
2020,21/03/2020,14,7345
2020,25/03/2020,14,7789
2020,26/01/2020,14,2596
2020,17/02/2020,14,4598
2020,27/01/2020,14,2715
2020,,14,1998
2020,21/02/2020,14,5084
2020,02/04/2020,14,8551
2020,02/02/2020,14,3239
2020,16/04/2020,14,9891
2020,19/01/2020,14,1951
2020,21/01/2020,14,2149
2020,08/01/2020,14,836
2020,05/03/2020,14,6102
2020,29/02/2020,14,5602
2020,28/04/2020,14,11343
2020,12/05/2020,14,13607
2020,05/02/2020,14,3583
2020,14/04/2020,14,9820
2020,05/05/2020,14,12399
2020,06/01/2020,14,575
2020,14/01/2020,14,1503
2020,07/05/2020,14,12886
2020,11/02/2020,14,4116
2020,10/01/2020,14,985
2020,25/01/2020,14,2527
2020,10/03/2020,14,6490
2020,19/01/2020,14,1985
2020,16/04/2020,14,9891
2020,10/04/2020,14,9228
2020,13/02/2020,14,4249
2020,06/05/2020,14,12586
2020,03/03/2020,14,6107
2020,05/05/2020,14,12338
2020,27/04/2020,14,11272
2020,12/02/2020,14,4195
2020,06/05/2020,14,12646
2020,04/05/2020,14,12352
2020,20/02/2020,14,4874
2020,21/03/2020,14,7349
2020,16/04/2020,14,9822
2020,14/05/2020,14,14026
2020,13/04/2020,14,9531
2020,18/02/2020,14,4731
2020,28/03/2020,14,8112
2020,06/05/2020,14,12699
2020,25/03/2020,14,7749
2020,03/03/2020,14,5855
2020,28/12/2019,14,3599
2020,25/04/2020,14,10914
2020,19/04/2020,14,10151
2020,02/04/2020,14,8520
2020,05/05/2020,14,12470
2020,12/03/2020,14,6671
2020,03/05/2020,14,12087
2020,10/04/2020,14,9240
2020,22/04/2020,14,10532
2020,21/03/2020,14,7348
2020,15/02/2020,14,4600
2020,22/03/2020,14,7703
2020,20/03/2020,14,7294
2020,02/03/2020,14,5768
2020,16/04/2020,14,9957
2020,15/03/2020,14,6935
2020,11/01/2020,14,1004
2020,09/02/2020,14,3965
2020,14/05/2020,14,13958
2020,04/01/2020,14,371
2020,28/03/2020,14,8042
2020,08/02/2020,14,3854
2020,16/04/2020,14,9885
2020,16/01/2020,14,1659
2020,28/02/2020,14,5582
2020,06/05/2020,14,12694
2020,21/01/2020,14,2171
2020,02/01/2020,14,200
2020,03/02/2020,14,3350
2020,13/04/2020,14,9628
2020,24/02/2020,14,5231
2020,26/04/2020,14,10927
2020,21/03/2020,14,7351
2020,08/05/2020,14,13023
2020,23/02/2020,14,5129
2020,08/04/2020,14,9113
2020,20/01/2020,14,2030
2020,25/04/2020,14,10866
2020,30/04/2020,14,11583
2020,17/02/2020,14,4771
2020,02/04/2020,14,8527
2020,17/01/2020,14,1733
2020,29/01/2020,14,5429
2020,12/05/2020,14,13774
2020,24/01/2020,14,2425
2020,20/04/2020,14,10199
2020,29/01/2020,14,2908
2020,06/05/2020,14,12596
2020,26/01/2020,14,2597
2020,27/03/2020,14,7971
2020,07/04/2020,14,8871
2020,11/05/2020,14,13532
2020,04/01/2020,14,394
2020,05/03/2020,14,6068
2020,28/02/2020,14,5547
2020,26/04/2020,14,11113
2020,05/05/2020,14,12612
2020,02/03/2020,14,5839
2020,16/01/2020,14,1612
2020,29/02/2020,14,5776
2020,13/05/2020,14,13796
2020,07/04/2020,14,8963
2020,23/01/2020,14,2360
2020,07/02/2020,14,3700
2020,21/02/2020,14,4957
2020,09/01/2020,14,913
2020,15/04/2020,14,9789
2020,02/01/2020,14,178
2020,28/02/2020,14,5543
2020,20/01/2020,14,2056
2020,06/05/2020,14,12568
2020,13/04/2020,14,9574
2020,24/01/2020,14,2457
2020,18/12/2019,14,2852
2020,15/02/2020,14,4427
2020,08/04/2020,14,9100
2020,24/01/2020,14,2472
2020,02/01/2020,14,221
2020,13/03/2020,14,6700
2020,27/04/2020,14,11195
2020,03/01/2020,14,328
2020,28/04/2020,14,11475
2020,31/03/2020,14,8296
2020,23/03/2020,14,7561
2020,11/01/2020,14,1114
2020,18/04/2020,14,10084
2020,09/01/2020,14,893
2020,27/04/2020,14,11200
2020,15/11/2019,14,1727
2020,25/02/2020,14,5264
2020,06/05/2020,14,12672
2020,15/01/2020,14,1649
2020,20/03/2020,14,7291
2020,14/04/2020,14,9619
2020,27/04/2020,14,11252
2020,08/05/2020,14,13066
2020,23/04/2020,14,10621
2020,17/04/2020,14,9970
2020,26/04/2020,14,10989
2020,19/03/2020,14,7179
2020,09/03/2020,14,6445
2020,05/05/2020,14,12523
2020,12/03/2020,14,6692
2020,08/05/2020,14,12959
2020,26/02/2020,14,7750
2020,20/01/2020,14,2091
2020,01/03/2020,14,5746
2020,11/05/2020,14,13598
2020,02/03/2020,14,5798
2020,23/01/2020,14,2318
2020,23/01/2020,14,2288
2020,02/04/2020,14,8568
2020,17/04/2020,14,9991
2020,15/01/2020,14,1684
2020,18/02/2020,14,4664
2020,30/04/2020,14,11703
2020,09/04/2020,14,9131
2020,19/03/2020,14,7237
2020,07/05/2020,14,12830
2020,03/03/2020,14,5917
2020,18/02/2020,14,4697
2020,28/01/2020,14,2818
2020,30/04/2020,14,11503
2020,27/04/2020,14,11171
2020,14/01/2020,14,1409
2020,02/04/2020,14,8570
2020,14/01/2020,14,1499
2020,03/04/2020,14,8690
2020,31/03/2020,14,8355
2020,09/02/2020,14,3871
2020,07/03/2020,14,6239
2020,02/03/2020,14,5790
2020,16/04/2020,14,9847
2020,01/02/2020,14,3219
2020,18/02/2020,14,4684
2020,11/03/2020,14,6528
2020,29/02/2020,14,5653
2020,04/03/2020,14,5990
2020,04/05/2020,14,12268
2020,10/02/2020,14,4019
2020,09/05/2020,14,13482
2020,26/02/2020,14,5385
2020,19/03/2020,14,7177
2020,24/04/2020,14,10703
2020,28/04/2020,14,11206
2020,24/03/2020,14,7715
2020,27/04/2020,14,11154
2020,18/02/2020,14,4701
2020,19/03/2019,14,2032
2020,30/01/2020,14,2978
2020,08/04/2020,14,11370
2020,17/02/2020,14,4604
2020,29/01/2020,14,2925
2020,08/05/2020,14,13108
2020,01/04/2020,14,8371
2020,31/12/2019,14,68
2020,01/03/2020,14,5799
2020,13/01/2020,14,1412
2020,13/04/2020,14,9522
2020,09/03/2020,14,6473
2020,18/02/2020,14,4772
2020,03/02/2020,14,3347
2020,04/02/2020,14,3487
2020,10/03/2020,14,6517
2020,17/03/2020,14,7065
2020,16/03/2020,14,7159
2020,01/05/2020,14,11746
2020,25/02/2020,14,5362
2020,10/02/2020,14,4011
2020,14/04/2020,14,9752
2020,22/02/2020,14,4997
2020,12/05/2020,14,13659
2020,17/01/2020,14,1833
2020,29/02/2020,14,5652
2020,19/01/2020,14,2021
2020,02/02/2020,14,3248
2020,19/01/2020,14,1989
2020,10/02/2020,14,4018
2020,09/03/2020,14,6482
2020,12/01/2020,14,1188
2020,16/01/2020,14,1722
2020,03/03/2020,14,5911
2020,21/04/2020,14,10352
2020,23/01/2020,14,2335
2020,12/02/2020,14,4199
2020,06/03/2020,14,6200
2020,05/01/2020,14,430
2020,08/03/2020,14,6308
2020,20/04/2020,14,10675
2020,07/01/2020,14,676
2020,19/04/2020,14,10170
2020,19/03/2020,14,7246
2020,03/01/2020,14,272
2020,28/02/2020,14,5576
2020,20/04/2020,14,10272
2020,09/01/2020,14,930
2020,05/01/2020,14,477
2020,12/03/2020,14,6683
2020,10/03/2020,14,6503
2020,18/01/2020,14,1797
2020,22/01/2020,14,2242
2020,27/01/2020,14,2691
2020,28/04/2020,14,11158
2020,01/04/2020,14,8507
2020,29/04/2020,14,12007
2020,05/05/2020,14,12577
